id_no,name_en,name_fr,body_en,body_fr,lat,long,states_name_en,region
148,Old City of Jerusalem,Vieille ville de Jérusalem,<p>As a holy city for Judaism - Christianity and Islam - Jerusalem has always been of great symbolic importance. Among its 220 historic monuments - the Dome of the Rock stands out: built in the 7th century - it is decorated with beautiful geometric and floral motifs. It is recognized by all three religions as the site of Abraham's sacrifice. The Wailing Wall delimits the quarters of the different religious communities - while the Resurrection rotunda in the Church of the Holy Sepulchre houses Christ's tomb.</p>,<p>Ville sainte du juda&iuml;sme - du christianisme et de l'islam - J&eacute;rusalem a toujours eu une valeur symbolique. Parmi ses 220 monuments historiques - se d&eacute;tache le formidable D&ocirc;me du Rocher - construit au VII<sup>e</sup> si&egrave;cle et d&eacute;cor&eacute; de beaux motifs g&eacute;om&eacute;triques et floraux. Il est reconnu par les trois religions comme le lieu du sacrifice d'Abraham. Le mur des Lamentations sert de limite aux quartiers des diff&eacute;rentes communaut&eacute;s religieuses - tandis que la Rotonde de la R&eacute;surrection abrite le tombeau du Christ.</p>,31.7765629,35.2340481,Jerusalem ,Arab States
331,Medina of Marrakesh,Médina de Marrakech,<p>Founded in 1070&ndash;72 by the Almoravids - Marrakesh remained a political - economic and cultural centre for a long period. Its influence was felt throughout the western Muslim world - from North Africa to Andalusia. It has several impressive monuments dating from that period: the Koutoubiya Mosque - the Kasbah - the battlements - monumental doors - gardens - etc. Later architectural jewels include the Bandi&acirc; Palace - the Ben Youssef <em>Madrasa</em> - the Saadian Tombs - several great residences and Place Jama&acirc; El Fna - a veritable open-air theatre.</p>,<p>Fond&eacute;e en 1070-1072 par les Almoravides (1056-1147) - Marrakech fut longtemps un centre politique - &eacute;conomique et culturel majeur de l'Occident musulman - r&eacute;gnant sur l'Afrique du Nord et l'Andalousie. Des monuments grandioses remontent &agrave; cette p&eacute;riode : la mosqu&eacute;e de la Koutoubiya - la Casbah - les remparts - les portes monumentales - les jardins - etc. Plus tard - la ville accueillera d'autres merveilles - tels le palais Bandi&acirc; - la medersa Ben Youssef - les tombeaux sa&acirc;diens - de grandes demeures - etc. La place Jama&acirc; El Fna - v&eacute;ritable th&eacute;&acirc;tre en plein air - &eacute;merveille toujours les visiteurs.</p>,31.6246319,-7.9932419,Morocco,Arab States
438,The Great Wall,La Grande Muraille,<p>In c. 220 B.C. - under Qin Shi Huang - sections of earlier fortifications were joined together to form a united defence system against invasions from the north. Construction continued up to the Ming dynasty (1368&ndash;1644) - when the Great Wall became the world's largest military structure. Its historic and strategic importance is matched only by its architectural significance.</p>,<p>Vers 220 av. J.-C. - Qin Shin Huang entreprit de r&eacute;unir des tron&ccedil;ons de fortifications existants pour en faire un syst&egrave;me d&eacute;fensif coh&eacute;rent contre les invasions venues du nord. Poursuivis jusque sous les Ming (1368-1644) - ces travaux ont produit le plus gigantesque ouvrage de g&eacute;nie militaire du monde. Son importance historique et strat&eacute;gique n'a d'&eacute;gale que sa valeur architecturale.</p>,40.4319383,116.5643808,China,Asia
83,Palace and Park of Versailles,Palais et parc de Versailles,<p>The Palace of Versailles was the principal residence of the French kings from the time of Louis XIV to Louis XVI. Embellished by several generations of architects - sculptors - decorators and landscape architects - it provided Europe with a model of the ideal royal residence for over a century.</p>,<p>Lieu de r&eacute;sidence privil&eacute;gi&eacute; de la monarchie fran&ccedil;aise de Louis XIV &agrave; Louis XVI - le ch&acirc;teau de Versailles - embelli par plusieurs g&eacute;n&eacute;rations d'architectes - de sculpteurs - d'ornemanistes et de paysagistes - a &eacute;t&eacute; pour l'Europe pendant plus d'un si&egrave;cle le mod&egrave;le de ce que devait &ecirc;tre une r&eacute;sidence royale.</p>,48.8050203,2.1210635,France,Europe and North America
373,Stonehenge,Stonehenge,<p>Stonehenge and Avebury - in Wiltshire - are among the most famous groups of megaliths in the world. The two sanctuaries consist of circles of menhirs arranged in a pattern whose astronomical significance is still being explored. These holy places and the nearby Neolithic sites are an incomparable testimony to prehistoric times.</p>,<p>Stonehenge et Avebury - dans le Wiltshire - sont parmi les ensembles m&eacute;galithiques les plus c&eacute;l&egrave;bres du monde. Ces deux sanctuaires sont constitu&eacute;s de cercles de menhirs dispos&eacute;s selon un ordre aux significations astronomiques encore mal expliqu&eacute;es. Ces lieux sacr&eacute;s et les divers sites n&eacute;olithiques proches sont des t&eacute;moins irrempla&ccedil;ables de la pr&eacute;histoire.</p>,51.1788429,-1.8261628,United Kingdom,Europe and North America
822,Historic Centre of Tallinn,Centre historique de Tallin,<p>The origins of Tallinn date back to the 13th century - when a castle was built there by the crusading knights of the Teutonic Order. It developed as a major centre of the Hanseatic League - and its wealth is demonstrated by the opulence of the public buildings (the churches in particular) and the domestic architecture of the merchants' houses - which have survived to a remarkable degree despite the ravages of fire and war in the intervening centuries.</p>,<p>Les origines de Tallin remontent au XIII<sup>e</sup> si&egrave;cle - lorsqu'un ch&acirc;teau fut &eacute;difi&eacute; par les crois&eacute;s de l'ordre Teutonique. La cit&eacute; s'est d&eacute;velopp&eacute;e pour devenir un poste cl&eacute; de la Ligue hans&eacute;atique et sa prosp&eacute;rit&eacute; s'est traduite par l'opulence des &eacute;difices publics (en particulier ses &eacute;glises) et l'architecture domestique des maisons de marchands - remarquablement bien pr&eacute;serv&eacute;es malgr&eacute; les ravages des incendies et des guerres au cours des si&egrave;cles.</p>,59.4383694,24.7455361,Estonia,Europe and North America
776,Itsukushima Shinto Shrine,Sanctuaire shinto d'Itsukushima,<p>The island of Itsukushima - in the Seto inland sea - has been a holy place of Shintoism since the earliest times. The first shrine buildings here were probably erected in the 6th century. The present shrine dates from the 12th century and the harmoniously arranged buildings reveal great artistic and technical skill. The shrine plays on the contrasts in colour and form between mountains and sea and illustrates the Japanese concept of scenic beauty - which combines nature and human creativity.</p>,<p>Lieu saint du shinto&iuml;sme depuis les temps les plus recul&eacute;s - l'&icirc;le d'Itsukushima - dans la mer int&eacute;rieure de Seto - aurait accueilli ses premiers sanctuaires au VI<sup>e</sup> si&egrave;cle. Le sanctuaire actuel date du XII<sup>e</sup> si&egrave;cle et ses b&acirc;timents harmonieusement dispos&eacute;s t&eacute;moignent d'une grande qualit&eacute; artistique et technique. Composition jouant - entre mer et montagne - sur les contrastes de couleurs et de masses - le sanctuaire d'Itsukushima illustre parfaitement le concept japonais de la beaut&eacute; d'un panorama unissant paysage naturel et cr&eacute;ation humaine.</p>,34.2972057,132.3181392,Japan,Asia
98,Plitvice Lakes National Park,Parc national Plitvice,<p>The waters flowing over the limestone and chalk have - over thousands of years - deposited travertine barriers - creating natural dams which in turn have created a series of beautiful lakes - caves and waterfalls. These geological processes continue today. The forests in the park are home to bears - wolves and many rare bird species.</p>,<p>Les eaux - qui s'écoulent à travers les roches dolomitiques et calcaires - ont déposé au cours des millénaires des barrières de travertin - formant des barrages naturels qui sont à l'origine d'une série de lacs - de cavernes et de chutes d'eau de toute beauté. Ces processus géologiques se poursuivent de nos jours. Les forêts du parc abritent des ours - des loups et de nombreuses espèces d'oiseaux rares.</p>,44.8705102,15.597727,Croatia,Europe and North America
404,Acropolis - Athens,Acropole d'Athènes,<p>The Acropolis of Athens and its monuments are universal symbols of the classical spirit and civilization and form the greatest architectural and artistic complex bequeathed by Greek Antiquity to the world. In the second half of the fifth century bc - Athens - following the victory against the Persians and the establishment of democracy - took a leading position amongst the other city-states of the ancient world. In the age that followed - as thought and art flourished - an exceptional group of artists put into effect the ambitious plans of Athenian statesman Pericles and - under the inspired guidance of the sculptor Pheidias - transformed the rocky hill into a unique monument of thought and the arts. The most important monuments were built during that time: the Parthenon - built by Ictinus - the Erechtheon - the Propylaea - the monumental entrance to the Acropolis - designed by Mnesicles and the small temple Athena Nike.&nbsp;</p>,<p>L'Acropole d'Ath&egrave;nes et ses monuments sont le symbole universel de l'esprit et de la civilisation classiques - et forment le plus extraordinaire ensemble architectural et artistique l&eacute;gu&eacute; par la Gr&egrave;ce antique au reste du monde. Dans la seconde moiti&eacute; du Ve&nbsp;si&egrave;cle avant JC - Ath&egrave;nes - suite &agrave; sa victoire sur les Perses et &agrave; l'&eacute;tablissement de la d&eacute;mocratie - prit un ascendant sur les autres Cit&eacute;s-&Eacute;tats du monde antique. Durant cette p&eacute;riode - alors que l'art et la pens&eacute;e florissaient - un groupe exceptionnel d'artistes mit en &oelig;uvre les plans ambitieux de P&eacute;ricl&egrave;s - homme d'&Eacute;tat ath&eacute;nien - et transforma - sous la direction &eacute;clair&eacute;e du sculpteur Ph&eacute;idias - la colline rocheuse en un monument unique d'esprit et d'arts. Les principaux monuments furent &eacute;rig&eacute;s &agrave; cette &eacute;poque&nbsp;: le Parth&eacute;non - construit par Ictinus - l'&Eacute;rechth&eacute;ion - les Propyl&eacute;es - l'entr&eacute;e monumentale de l'Acropole - dessin&eacute;s par Mnesicl&egrave;s et le petit temple d'Ath&eacute;na Nik&ecirc;.</p>,37.9715258,23.7257826,Greece,Europe and North America
600,Paris - Banks of the Seine,Paris - rives de la Seine,<p>From the Louvre to the Eiffel Tower - from the Place de la Concorde to the Grand and Petit Palais - the evolution of Paris and its history can be seen from the River Seine. The Cathedral of Notre-Dame and the Sainte Chapelle are architectural masterpieces while Haussmann's wide squares and boulevards influenced late 19th- and 20th-century town planning the world over.</p>,<p>Du Louvre jusqu'&agrave; la tour Eiffel - ou de la place de la Concorde au Grand Palais et au Petit Palais - on peut voir l'&eacute;volution de Paris et son histoire depuis la Seine. La cath&eacute;drale Notre-Dame et la Sainte-Chapelle sont des chefs-d'&oelig;uvre d'architecture. Quant aux larges places et avenues construites par Haussmann - elles ont influenc&eacute; l'urbanisme de la fin du XIX<sup>e</sup> et du XX<sup>e</sup> si&egrave;cle dans le monde entier.</p>,48.8519367,2.3531633,France,Europe and North America
251,Agra Fort,Fort d'Agra,<p>Near the gardens of the Taj Mahal stands the important 16th-century Mughal monument known as the Red Fort of Agra. This powerful fortress of red sandstone encompasses - within its 2.5-km-long enclosure walls - the imperial city of the Mughal rulers. It comprises many fairy-tale palaces - such as the Jahangir Palace and the Khas Mahal - built by Shah Jahan; audience halls - such as the Diwan-i-Khas; and two very beautiful mosques.</p>,<p>&Agrave; proximit&eacute; imm&eacute;diate des jardins du Taj Mahal - le Fort rouge d'Agra - monument significatif du XVII<sup>e</sup> si&egrave;cle moghol - est une puissante citadelle de gr&egrave;s rouge enserrant dans son enceinte de 2 -5 km de p&eacute;rim&egrave;tre la ville imp&eacute;riale - avec un grand nombre de palais f&eacute;eriques - comme le palais de Jahangir ou le Khas Mahal - b&acirc;ti par Shah Jahan - des salles d'audience - comme le Diwan-i-Khas - et deux tr&egrave;s belles mosqu&eacute;es.</p>,27.1798574,78.0214992,India,Asia
428,City of Bath,Ville de Bath,<p>Founded by the Romans as a thermal spa - Bath became an important centre of the wool industry in the Middle Ages. In the 18th century - under George III - it developed into an elegant town with neoclassical Palladian buildings - which blend harmoniously with the Roman baths.</p>,<p>Station thermale fond&eacute;e par les Romains - Bath a &eacute;t&eacute; un centre important de l'industrie laini&egrave;re au Moyen &Acirc;ge. Au XVIII<sup>e</sup> si&egrave;cle - sous George III - elle est devenue une ville &eacute;l&eacute;gante aux b&acirc;timents n&eacute;oclassiques inspir&eacute;s par Palladio qui ont harmonieusement entour&eacute; le complexe thermal romain.</p>,51.3810083,-2.3592715,United Kingdom,Europe and North America
545,Kremlin and Red Square,Le Kremlin et la place Rouge,<p>Inextricably linked to all the most important historical and political events in Russia since the 13th century - the Kremlin (built between the 14th and 17th centuries by outstanding Russian and foreign architects) was the residence of the Great Prince and also a religious centre. At the foot of its ramparts - on Red Square - St Basil's Basilica is one of the most beautiful Russian Orthodox monuments.</p>,<p>Indissolublement li&eacute; &agrave; tous les &eacute;v&eacute;nements historiques et politiques les plus importants survenus en Russie depuis le XIII<sup>e</sup> si&egrave;cle - le Kremlin a &eacute;t&eacute; construit entre le XIV<sup>e</sup> et le XVII<sup>e</sup> si&egrave;cle par des architectes russes et &eacute;trangers exceptionnels. C'&eacute;tait la r&eacute;sidence du grand-prince ainsi qu'un centre religieux. Au pied de ses remparts - sur la place Rouge - s'&eacute;l&egrave;ve la basilique Basile-le-Bienheureux - l'un des plus beaux monuments de l'art orthodoxe.</p>,55.7544184,37.6209571,Russia,Europe and North America
826,Portovenere - Cinque Terre - and the Islands (Palmaria - Tino and Tinetto),Portovenere - Cinque Terre et les îles (Palmaria - Tino et Tinetto),<p>The Ligurian coast between Cinque Terre and Portovenere is a cultural landscape of great scenic and cultural value. The layout and disposition of the small towns and the shaping of the surrounding landscape - overcoming the disadvantages of a steep - uneven terrain - encapsulate the continuous history of human settlement in this region over the past millennium.</p>,<p>Ce territoire c&ocirc;tier ligurien qui s'&eacute;tend des Cinque Terre &agrave; Portovenere est un paysage culturel de grande valeur panoramique et culturelle. La forme et la disposition des petites villes et le mod&egrave;le du paysage environnant - surmontant les d&eacute;savantages d'un terrain escarp&eacute; et irr&eacute;gulier - marquent les jalons d'une occupation humaine continue dans cette r&eacute;gion au cours du dernier mill&eacute;naire.</p>,44.1349639,9.6817683,Italy,Europe and North America
784,Historic Centre of the City of Salzburg,Centre historique de la ville de Salzbourg,<p>Salzburg has managed to preserve an extraordinarily rich urban fabric - developed over the period from the Middle Ages to the 19th century when it was a city-state ruled by a prince-archbishop. Its Flamboyant Gothic art attracted many craftsmen and artists before the city became even better known through the work of the Italian architects Vincenzo Scamozzi and Santini Solari - to whom the centre of Salzburg owes much of its Baroque appearance. This meeting-point of northern and southern Europe perhaps sparked the genius of Salzburg&rsquo;s most famous son - Wolfgang Amadeus Mozart - whose name has been associated with the city ever since.</p>,<p>Salzbourg a su pr&eacute;server un tissu urbain d&rsquo;une richesse exceptionnelle &eacute;labor&eacute; entre le Moyen &Acirc;ge et le XIXe si&egrave;cle - alors qu&rsquo;elle formait une ville-&Eacute;tat gouvern&eacute;e par son prince-archev&ecirc;que. L&rsquo;art gothique flamboyant qui s&rsquo;y &eacute;panouit attira dans la ville de nombreux artistes avant que son rayonnement ne s&rsquo;affirme encore avec l&rsquo;intervention d&rsquo;architectes italiens - Vincenzo Scamozzi et Santini Solari - &agrave; qui le centre de Salzbourg doit beaucoup de son caract&egrave;re baroque. Cette rencontre du nord et du sud de l&rsquo;Europe n&rsquo;est peut-&ecirc;tre pas &eacute;trang&egrave;re au g&eacute;nie du plus illustre des fils de Salzbourg - Wolfgang Amadeus Mozart - dont la renomm&eacute;e universelle rejaillit d&eacute;sormais sur la ville.</p>,47.805562,13.0412793,Austria,Europe and North America
241,Group of Monuments at Hampi,Ensemble monumental de Hampi,<p>The austere - grandiose site of Hampi was the last capital of the last great Hindu Kingdom of Vijayanagar. Its fabulously rich princes built Dravidian temples and palaces which won the admiration of travellers between the 14th and 16th centuries. Conquered by the Deccan Muslim confederacy in 1565 - the city was pillaged over a period of six months before being abandoned.</p>,<p>Hampi est le site - aust&egrave;re et grandiose - de la derni&egrave;re capitale du dernier grand royaume hindou de Vijayanagar - dont les princes extr&ecirc;mement riches firent &eacute;difier des temples dravidiens et des palais qui firent l'admiration des voyageurs entre le XIV<sup>e</sup> et le XVI<sup>e</sup> si&egrave;cle. Conquise par la Conf&eacute;d&eacute;ration islamique du Deccan en 1565 - la ville fut livr&eacute;e au pillage pendant six mois - puis abandonn&eacute;e.</p>,15.3323983,76.4700975,India,Asia
1,Galápagos Islands,Îles Galápagos,<p>Situated in the Pacific Ocean some 1 -000 km from the South American continent - these 19 islands and the surrounding marine reserve have been called a unique ‘living museum and showcase of evolution’. Located at the confluence of three ocean currents - the Galápagos are a ‘melting pot’ of marine species. Ongoing seismic and volcanic activity reflects the processes that formed the islands. These processes - together with the extreme isolation of the islands - led to the development of unusual animal life – such as the land iguana - the giant tortoise and the many types of finch – that inspired Charles Darwin’s theory of evolution by natural selection following his visit in 1835.</p>,<p>Situées dans l’océan Pacifique - à environ 1000 km du continent sud-américain - ces dix-neuf îles et la réserve marine qui les entoure constituent un musée et un laboratoire vivants de l’évolution uniques au monde. Au confluent de trois courants océaniques - les Galápagos sont un creuset d’espèces marines. L’activité sismique et le volcanisme toujours en activité illustrent les processus qui ont formé ces îles. Ces processus - ainsi que l’isolement extrême de ces îles - ont entraîné le développement d’une faune originale - notamment l’iguane terrestre - la tortue géante et de nombreuses espèces de pinsons qui inspira à Charles Darwin sa théorie de l’évolution par la sélection naturelle à la suite de sa visite en 1835.</p>,-0.6130517,-90.9010535,Ecuador,Latin America and the Caribbean
357,Göreme National Park and the Rock Sites of Cappadocia,Parc national de Göreme et sites rupestres de Cappadoce,<p>In a spectacular landscape - entirely sculpted by erosion - the G&ouml;reme valley and its surroundings contain rock-hewn sanctuaries that provide unique evidence of Byzantine art in the post-Iconoclastic period. Dwellings - troglodyte villages and underground towns &ndash; the remains of a traditional human habitat dating back to the 4th century &ndash; can also be seen there.</p>,<p>Dans un paysage saisissant model&eacute; par l'&eacute;rosion - la vall&eacute;e de G&ouml;reme et ses environs abritent des sanctuaires rupestres - t&eacute;moignages irrempla&ccedil;ables sur l'art byzantin de la p&eacute;riode post-iconoclaste - ainsi que des habitations - des villages troglodytiques et des villes souterraines - vestiges d'un habitat humain traditionnel dont les d&eacute;buts remontent au IV<sup>e</sup> si&egrave;cle.</p>,38.6458758,34.8420439,Turkey,Europe and North America
28,Yellowstone National Park,Parc national de Yellowstone,<p>The vast natural forest of Yellowstone National Park covers nearly 9 -000 km<sup>2</sup> ; 96% of the park lies in Wyoming - 3% in Montana and 1% in Idaho. Yellowstone contains half of all the world's known geothermal features - with more than 10 -000 examples. It also has the world's largest concentration of geysers (more than 300 geyers - or two thirds of all those on the planet). Established in 1872 - Yellowstone is equally known for its wildlife - such as grizzly bears - wolves - bison and wapitis.</p>,<p>La vaste for&ecirc;t naturelle du parc national de Yellowstone couvre pr&egrave;s de 9 000 km<sup>2</sup>  - dont 96 % dans le Wyoming - 3 % dans le Montana et 1% dans l'Idaho. On trouve &agrave; Yellowstone plus de 10 000 caract&eacute;ristiques thermales - soit plus de la moiti&eacute; des ph&eacute;nom&egrave;nes g&eacute;othermiques du monde. Le parc poss&egrave;de &eacute;galement la plus forte concentration mondiale de geysers - 300 environ qui repr&eacute;sentent les 2/3 des geysers de la plan&egrave;te. Cr&eacute;&eacute; en 1872 - le parc est &eacute;galement connu pour sa faune sauvage qui comprend l'ours grizzli - le loup - le bison et le wapiti.</p>,44.4279684,-110.5884542,United States of America,Europe and North America
